latitude_unlock,longitude_unlock,latitude_lock,longitude_lock,distance,station_unlock_count,station_lock_count,trip_speed,lock_unlock_time_gap_hours
186,179,122,31,6837,149,108,45189,0
75,74,38,38,7339,71,37,45190,0
95,92,148,143,16759,86,126,45191,0
73,72,9,9,8955,69,9,45192,0
206,200,31,31,2659,161,30,45193,1
138,133,233,225,14099,123,180,45194,0
124,119,208,202,16760,111,166,45195,0
62,61,38,38,14834,59,37,45196,0
117,112,72,72,2777,105,69,45197,0
91,88,180,174,24,83,84,24,0
147,142,7,7,8154,130,7,45198,0
36,36,50,50,10773,35,49,45199,0
34,34,144,138,3868,33,77,45200,0
15,15,36,36,828,15,35,45201,0
21,21,199,193,11590,21,116,45202,0
150,145,51,51,3696,73,50,45203,0
195,188,58,57,12443,152,57,45204,0
36,36,220,214,11915,35,66,45205,0
52,52,121,119,616,51,63,45206,1
252,244,186,180,6790,186,153,45207,0
125,120,132,128,1611,112,112,45208,0
117,112,68,68,157,105,66,45209,0
127,122,12,12,1988,114,12,45210,0
191,184,48,48,6354,95,47,45211,0
106,102,38,38,1563,96,37,45212,0
65,64,83,82,109,62,79,45213,0
1,1,231,161,3881,1,178,19536,0
116,111,117,115,24,104,105,24,0
94,91,52,8,13587,85,51,45214,1
122,117,14,14,16761,109,14,45215,0
13,13,57,56,16762,13,56,45216,1
186,179,243,235,16763,149,176,45217,0
105,101,172,166,2207,95,145,45218,0
70,69,163,62,15241,66,137,45219,0
195,188,22,22,16764,152,22,45220,1
127,122,194,188,16765,114,160,45221,1
52,52,117,115,13095,51,105,45222,0
157,152,206,200,3043,53,86,45223,0
82,44,103,101,5232,77,41,45224,0
234,227,134,130,795,161,114,45225,1
47,47,139,134,16766,46,119,45226,1
46,46,44,44,49,45,43,45227,0
215,209,37,37,3468,168,36,45228,0
40,40,221,215,5114,39,172,45229,0
26,26,216,210,3943,26,26,45230,1
19,19,199,193,1238,19,116,45231,1
75,74,51,51,10165,71,50,45232,0
16,16,88,87,15181,16,83,45233,1
80,79,184,178,5962,76,152,45234,0
138,133,35,35,6561,123,34,45235,0
47,47,146,140,4693,46,124,45236,0
248,240,41,41,13998,28,40,45237,0
216,210,67,67,7283,139,41,45238,1
47,47,71,71,16767,46,68,45239,0
4,4,28,28,2861,4,27,45240,0
136,131,11,11,1236,121,11,45241,1
109,105,188,182,14118,99,155,45242,0
93,90,94,93,9172,46,88,45243,0
198,191,164,158,1621,155,138,45244,0
16,16,179,173,1351,16,148,45245,0
210,204,146,140,16768,163,124,45246,1
103,99,142,136,16769,93,121,45247,0
104,100,2,2,14265,94,2,45248,0
246,238,229,222,406,182,90,45249,1
66,65,98,97,6607,63,91,45250,0
201,194,208,202,5931,157,166,45251,0
69,68,83,82,5002,10,79,45252,1
40,40,49,49,1067,39,48,45253,0
113,108,49,49,12311,91,48,45254,1
137,132,112,110,2034,122,102,45255,1
174,169,227,133,16581,56,123,45256,0
191,184,175,169,16770,95,145,45257,1
191,184,31,31,6169,95,30,45258,0
201,194,193,187,471,157,159,45259,0
180,173,176,170,6099,144,147,45260,1
99,53,88,87,13798,89,83,45261,0
39,39,59,58,14725,38,18,45262,1
146,141,188,182,16370,129,155,45263,0
67,66,17,17,11018,64,17,45264,0
120,115,248,240,10096,107,103,45265,1
240,232,216,210,8853,171,26,45266,0
5,5,167,161,5235,5,140,45267,0
203,197,254,246,14440,159,152,45268,1
122,117,97,96,6378,109,90,45269,0
183,176,53,52,3351,147,52,45270,0
82,44,139,134,1080,77,119,45271,1
48,48,209,203,16547,47,38,45272,0
52,52,54,53,7484,51,53,45273,1
145,140,37,37,16771,97,36,45274,0
102,98,114,112,8019,92,17,45275,1
38,38,169,163,319,37,142,45276,0
233,226,125,121,9554,137,91,45277,1
190,183,160,155,16772,37,135,45278,0
179,12,140,119,24,74,64,24,2
27,27,63,63,16773,27,62,45279,1
94,91,89,88,118,85,84,45280,0
178,172,172,166,8667,49,145,45281,0
176,170,25,25,1159,142,25,45282,0
141,136,53,52,14880,126,52,45283,0
14,14,45,45,6189,14,44,45284,0
62,61,22,22,5271,59,22,45285,0
175,152,53,52,2194,115,52,45286,0
151,146,5,5,685,89,5,45287,0
191,184,192,186,16582,95,110,45288,0
73,72,5,5,2713,69,5,45289,0
106,102,86,85,7462,96,81,45290,1
107,103,79,78,3116,97,76,45291,0
98,95,0,0,6979,88,0,45292,0
192,185,212,206,12261,22,168,45293,1
157,152,86,85,2491,53,81,45294,0
137,132,137,132,514,122,117,45295,0
6,6,134,130,637,6,114,45296,0
163,158,60,60,14091,12,59,45297,0
4,4,31,31,5901,4,30,45298,0
100,96,80,79,5051,90,77,45299,1
222,216,213,207,16774,170,165,45300,0
16,16,126,122,3945,16,70,45301,1
160,155,205,199,16775,133,164,45302,0
111,107,63,63,16776,100,62,45303,1
107,103,214,208,2782,97,169,45304,0
237,66,126,122,16777,43,70,45305,1
189,182,132,128,16778,14,112,45306,0
237,66,22,22,10661,43,22,45307,0
158,153,116,114,6212,132,21,45308,0
67,66,80,79,7025,64,77,45309,0
7,7,63,63,350,7,62,45310,0
5,195,215,209,7666,158,170,45311,0
30,30,112,110,15429,30,102,45312,0
141,136,102,100,738,126,95,45313,0
123,118,174,168,1799,110,137,45314,0
192,185,98,97,16535,22,91,45315,0
170,165,129,125,4623,140,1,45316,0
241,233,220,214,7329,179,66,45317,0
154,149,142,136,11654,131,121,45318,0
241,233,58,57,7467,179,57,45319,0
153,148,25,25,1323,97,25,45320,0
171,166,216,210,3512,141,26,45321,0
128,123,130,126,699,115,50,45322,4
143,138,34,34,24,116,33,24,1
171,166,71,71,1867,141,68,45323,1
164,159,172,166,2166,135,145,45324,0
43,43,79,78,6868,42,76,45325,0
42,42,123,120,8119,41,92,45326,1
212,206,197,191,16618,165,2,45327,0
168,163,50,50,16779,138,49,45328,0
198,191,70,70,6636,155,67,45329,1
235,228,169,163,3884,66,142,45330,0
123,118,15,15,412,110,15,45331,1
103,99,41,41,9642,93,40,45332,0
177,171,241,233,16780,143,153,45333,0
40,40,244,236,5666,39,115,45334,0
20,20,98,97,1970,20,91,45335,0
133,128,107,105,15120,66,98,45336,0
221,214,182,176,5283,167,150,45337,1
179,12,55,54,16781,74,54,45338,0
80,79,45,45,16782,76,44,45339,0
216,210,155,150,16783,139,132,45340,1
20,20,7,7,5346,20,7,45341,0
128,123,27,27,12189,115,16,45342,0
188,181,60,60,16784,13,59,45343,1
7,7,88,87,16785,7,83,45344,0
236,229,101,99,16786,177,94,45345,1
179,12,13,13,5904,74,13,45346,1
161,156,128,124,16787,134,110,45347,0
153,148,208,202,16788,97,166,45348,0
50,50,8,8,720,49,8,45349,0
164,159,83,82,6644,135,79,45350,0
52,52,166,160,12668,51,139,45351,0
138,133,4,4,6718,123,4,45352,1
159,154,2,2,13951,78,2,45353,0
211,205,154,149,16789,164,129,45354,0
236,229,28,28,2688,177,27,45355,0
15,15,7,7,1382,15,7,45356,0
100,96,58,57,11390,90,57,45357,0
66,65,107,105,10337,63,98,45358,0
111,107,175,169,1053,100,145,45359,0
52,52,134,130,11656,51,114,45360,0
214,208,237,229,16790,167,131,45361,0
232,11,40,40,1893,176,39,45362,0
181,174,60,60,10243,145,59,45363,0
222,216,15,15,9827,170,15,45364,0
148,143,40,40,14149,36,39,45365,1
228,222,198,192,4020,170,129,45366,0
106,102,31,31,6301,96,30,45367,0
54,7,122,31,9296,32,108,45368,0
82,44,105,103,11438,77,97,45369,0
254,246,236,228,13099,163,164,45370,0
65,64,190,184,11226,62,157,45371,0
220,213,159,154,971,116,21,32740,0
84,72,146,140,3491,79,124,45372,0
195,188,30,30,5449,152,29,45373,0
92,89,131,127,8343,84,111,45374,0
60,59,178,172,16791,57,2,45375,1
116,111,159,154,6886,104,21,45376,0
185,178,192,186,11364,148,110,45377,0
42,42,36,36,16792,41,35,45378,0
66,65,129,125,6418,63,1,45379,0
255,247,207,201,16793,188,165,45380,0
172,167,224,218,16794,22,175,45381,0
105,101,197,191,5801,95,2,45382,1
195,188,39,39,15834,152,38,45383,0
6,6,51,51,8861,6,50,45384,1
44,44,9,9,5568,43,9,45385,0
3,3,89,88,1399,3,84,45386,0
249,241,81,80,2342,183,78,45387,0
92,89,249,241,6691,84,185,45388,0
69,68,75,74,6,10,72,45389,0
171,166,57,56,6632,141,56,45390,0
175,152,79,78,2851,115,76,45391,0
120,115,40,40,24,107,39,24,0
235,228,192,186,13305,66,110,45392,0
120,115,71,71,6515,107,68,45393,0
91,88,228,221,6217,83,177,45394,1
176,170,123,120,16795,142,92,45395,0
182,175,68,68,16796,146,66,45396,0
129,124,75,74,16797,13,72,45397,0
18,18,79,78,3478,18,76,45398,1
35,35,78,77,16798,34,75,45399,0
3,3,114,112,6735,3,17,45400,0
156,151,146,140,16799,76,124,45401,0
123,118,49,49,3466,110,48,45402,0
205,199,107,105,4443,160,98,45403,1
25,25,110,108,5558,25,100,45404,1
240,232,57,56,16800,171,56,45405,0
93,90,132,128,2711,46,112,45406,1
124,119,195,189,7413,111,128,45407,0
205,199,213,207,1499,160,165,45408,0
156,151,194,188,6045,76,160,45409,0
218,210,66,66,9710,20,65,45410,0
195,188,2,2,5231,152,2,45411,0
161,156,232,224,14478,134,179,45412,0
105,101,246,238,1840,95,162,45413,1
5,5,160,155,3973,5,135,45414,0
214,208,40,40,876,167,39,45415,0
195,188,169,163,1818,152,142,45416,0
240,232,99,98,1513,171,92,45417,1
232,11,7,7,7567,176,7,45418,0
91,88,30,30,2539,83,29,45419,0
109,105,132,128,2985,99,112,45420,0
54,7,21,21,2976,32,21,45421,1
54,7,39,39,16801,32,38,45422,1
43,43,19,19,7288,42,19,45423,0
136,131,216,210,4575,121,26,45424,0
73,72,222,216,16802,69,173,45425,0
236,229,185,179,8827,177,147,45426,0
49,49,176,170,4343,48,147,45427,0
90,87,178,172,8200,82,2,45428,0
43,43,77,76,13225,42,74,45429,0
249,241,206,200,13723,183,86,45430,0
6,6,57,56,2858,6,56,45431,1
214,208,55,54,11282,167,54,45432,1
163,158,136,99,9711,12,116,45433,0
227,221,204,198,14835,125,87,45434,0
98,95,96,95,8388,88,89,45435,1
24,24,80,79,5423,24,77,45436,1
196,189,71,71,5320,153,68,45437,0
36,36,68,68,12142,35,66,45438,1
60,59,116,114,16118,57,21,45439,0
181,174,7,7,24,145,7,24,0
123,118,73,1,7782,110,70,45440,1
123,118,11,11,1141,110,11,45441,1
131,126,164,158,16803,117,138,45442,1
201,194,42,42,9080,157,41,45443,0
253,245,85,84,16804,187,32,45444,0
65,64,22,22,1851,62,22,45445,0
6,6,159,154,7303,6,21,45446,0
37,37,169,163,5549,36,142,45447,0
125,120,80,79,1141,112,77,45448,0
248,240,178,172,16805,28,2,45449,0
86,83,74,73,88,80,71,45450,1
75,74,162,157,1001,71,22,45451,0
91,88,81,80,15036,83,78,45452,0
175,152,19,19,6301,115,19,45453,0
31,31,122,31,2660,31,108,45454,0
71,70,121,119,16806,67,63,45455,0
146,141,102,100,5887,129,95,45456,1
103,99,43,43,12271,93,42,45457,0
133,128,35,35,14671,66,34,45458,0
206,200,71,71,7255,161,68,45459,0
75,74,131,127,10793,71,111,45460,0
180,173,117,115,1012,144,105,45461,0
89,86,112,110,6041,9,102,45462,0
39,39,211,205,2992,38,162,45463,0
106,102,87,86,280,96,82,45464,0
5,195,110,108,0,158,100,45465,0
88,85,141,135,13099,81,120,45466,0
28,28,152,147,14569,28,130,45467,0
99,53,106,104,4259,89,33,45468,0
111,107,117,115,4362,100,105,45469,0
26,26,85,84,14159,26,32,45470,0
215,209,39,39,3058,168,38,45471,0
16,16,12,12,16807,16,12,45472,1
198,191,176,170,93,155,147,45473,0
14,14,5,5,16808,14,5,45474,0
240,232,97,96,8132,171,90,45475,0
63,62,250,242,4959,60,116,45476,0
168,163,214,208,16809,138,169,45477,1
179,12,167,161,5060,74,140,45478,0
71,70,29,29,6954,67,28,45479,0
92,89,229,222,14432,84,90,45480,0
186,179,136,99,16810,149,116,45481,1
213,207,134,130,6505,166,114,45482,0
26,26,219,213,2739,26,171,45483,0
195,188,12,12,4570,152,12,45484,0
125,120,193,187,233,112,159,45485,1
15,15,244,236,12281,15,115,45486,0
105,101,108,106,11556,95,30,45487,0
5,5,83,82,8972,5,79,45488,0
31,31,253,245,433,31,168,45489,1
157,152,133,129,6837,53,113,45490,1
83,81,232,224,5946,78,179,45491,0
217,211,105,103,11474,81,97,45492,0
95,92,57,56,6735,86,56,45493,0
180,173,241,233,4898,144,153,45494,0
21,21,36,36,1585,21,35,45495,0
15,15,77,76,3144,15,74,45496,1
182,175,214,208,16811,146,169,45497,0
35,35,128,124,836,34,110,45498,0
164,159,205,199,9530,135,164,45499,0
18,18,47,47,9929,18,46,45500,0
67,66,36,36,9671,64,35,45501,0
159,154,38,38,1503,78,37,45502,0
4,4,183,177,11856,4,151,45503,1
81,80,220,214,1573,20,66,45504,0
34,34,248,240,9301,33,103,45505,0
140,135,246,238,16812,125,162,45506,0
116,111,49,49,1134,104,48,45507,0
56,55,165,159,16813,53,82,45508,0
154,149,195,189,15537,131,128,45509,0
50,50,50,50,57,49,49,45510,0
25,25,41,41,4083,25,40,45511,1
219,212,0,59,2489,169,58,45512,0
15,15,74,73,2737,15,71,45513,0
120,115,61,61,3655,107,60,45514,0
157,152,199,193,8050,53,116,45515,1
95,92,196,190,8980,86,97,45516,0
0,0,61,61,10573,0,60,45517,0
24,24,37,37,6883,24,36,45518,0
157,152,76,75,813,53,73,45519,0
128,123,33,33,16814,115,32,45520,0
230,224,201,195,16815,175,162,45521,0
173,168,110,108,7823,95,100,45522,0
159,154,132,128,3763,78,112,45523,0
80,79,70,70,12681,76,67,45524,0
7,7,75,74,2450,7,72,45525,0
176,170,14,14,3018,142,14,45526,0
77,76,123,120,7515,73,92,45527,0
237,66,87,86,15551,43,82,45528,0
116,111,55,54,16090,104,54,45529,1
195,188,146,140,5535,152,124,45530,0
128,123,93,92,8292,115,2,45531,0
31,31,159,154,1737,31,21,45532,0
49,49,117,115,9591,48,105,45533,0
98,95,190,184,16816,88,157,45534,1
26,26,180,174,7846,26,84,45535,0
186,179,157,152,6462,149,100,45536,0
158,153,147,142,1115,132,125,45537,0
80,79,33,33,4851,76,32,45538,0
29,29,0,59,3031,29,58,45539,0
233,226,125,121,9554,137,91,45540,1
87,84,217,211,8141,12,162,45541,1
171,166,169,163,11268,141,142,45542,0
78,77,116,114,5597,74,21,45543,0
12,12,8,8,8618,12,8,45544,0
106,102,70,70,16817,96,67,45545,0
105,101,49,49,5450,95,48,45546,0
92,89,231,161,16818,84,178,45547,0
128,123,73,1,5868,115,70,45548,0
86,83,15,15,91,80,15,45549,0
118,113,94,93,11109,30,88,45550,0
95,92,34,34,5466,86,33,45551,0
190,183,159,154,1479,37,21,45552,0
201,194,12,12,5772,157,12,45553,0
5,5,19,19,1366,5,19,45554,0
87,84,167,161,7322,12,140,45555,0
145,140,58,57,16482,97,57,45556,1
69,68,248,240,8986,10,103,45557,0
49,49,102,100,6960,48,95,45558,0
7,7,106,104,10882,7,33,45559,0
7,7,142,136,16819,7,121,45560,0
82,44,145,139,14435,77,123,45561,1
31,31,227,133,4681,31,123,45562,0
165,160,102,100,7146,136,95,45563,1
52,52,154,149,14425,51,129,45564,0
138,133,134,130,16820,123,114,45565,0
31,31,207,201,4804,31,165,45566,0
143,138,125,121,625,116,91,45567,1
98,95,66,66,3642,88,65,45568,0
67,66,148,143,15018,64,126,45569,0
134,129,216,210,11361,119,26,45570,0
143,138,144,138,4848,116,77,45571,0
245,237,231,161,4452,91,178,45572,0
151,146,141,135,3407,89,120,45573,0
141,136,12,12,5855,126,12,45574,4
13,13,81,80,11423,13,78,45575,2
203,197,84,83,3557,159,80,45576,0
16,16,79,78,4953,16,76,45577,0
67,66,74,73,5426,64,71,45578,0
49,49,80,79,5874,48,77,45579,0
124,119,199,193,16821,111,116,45580,1
9,9,207,201,15499,9,165,45581,0
128,123,152,147,16822,115,130,45582,1
113,108,198,192,16823,91,129,45583,0
173,168,7,7,1558,95,7,45584,0
188,181,176,170,8087,13,147,45585,1
2,2,71,71,1313,2,68,45586,0
98,95,99,98,9754,88,92,45587,1
163,158,31,31,759,12,30,45588,0
127,122,66,66,1475,114,65,45589,0
80,79,46,46,6251,76,45,45590,1
155,150,90,89,1465,5,85,45591,0
146,141,7,7,16292,129,7,45592,0
104,100,83,82,7115,94,79,45593,0
205,199,203,197,8234,160,163,45594,0
26,26,9,9,16824,26,9,45595,0
190,183,60,60,2613,37,59,45596,0
98,95,122,31,5065,88,108,45597,1
134,129,53,52,8823,119,52,45598,0
170,165,99,98,189,140,92,45599,1
31,31,222,216,1569,31,173,45600,1
201,194,219,213,13079,157,171,45601,0
191,184,91,90,13084,95,86,45602,0
43,43,7,7,1306,42,7,45603,0
188,181,26,26,11482,13,26,45604,0
158,153,123,120,16825,132,92,45605,1
128,123,86,85,1685,115,81,45606,0
123,118,102,100,106,110,95,45607,0
82,44,27,27,16826,77,16,45608,0
49,49,244,236,16827,48,115,45609,0
80,79,173,167,16828,76,146,45610,1
125,120,145,139,4805,112,123,45611,0
186,179,181,175,2343,149,149,45612,0
82,44,75,74,10718,77,72,45613,0
19,19,199,193,1238,19,116,45614,0
64,63,39,39,16829,61,38,45615,0
116,111,193,187,1638,104,159,45616,0
3,3,72,72,16830,3,69,45617,10
196,189,133,129,5203,153,113,45618,1
16,16,51,51,11249,16,50,45619,0
75,74,217,211,7453,71,162,45620,0
7,7,215,209,8623,7,170,45621,0
62,215,79,78,2525,113,76,18027,0
183,176,84,83,2244,147,80,45622,0
120,115,56,55,14546,107,55,45623,1
180,173,198,192,7331,144,129,45624,0
112,82,5,5,2618,101,5,45625,15
127,122,129,125,6743,114,1,45626,0
8,8,45,45,16831,8,44,45627,0
178,172,68,68,2781,49,66,45628,1
106,102,34,34,896,96,33,45629,0
123,118,80,79,24,110,77,24,0
116,111,15,15,4521,104,15,45630,0
125,120,25,25,259,112,25,45631,0
146,141,214,208,1049,129,169,45632,0
62,215,80,79,1387,113,77,45633,0
44,44,88,141,9291,43,101,45634,0
210,204,7,7,16832,163,7,45635,1
116,111,157,152,1012,104,100,45636,1
75,74,105,103,795,71,97,45637,0
95,92,185,179,16833,86,147,45638,0
6,6,134,130,637,6,114,45639,0
249,241,122,31,4656,183,108,45640,0
123,118,4,4,363,110,4,45641,0
24,24,126,122,8713,24,70,45642,0
8,8,194,188,413,8,160,45643,0
28,28,175,169,7129,28,145,45644,0
216,210,103,101,5055,139,41,45645,0
215,209,13,13,4328,168,13,45646,0
218,210,108,106,2839,20,30,45647,1
125,120,156,151,1262,112,133,45648,18
136,131,134,130,1196,121,114,45649,1
174,169,81,80,12058,56,78,45650,0
104,100,233,225,5563,94,180,45651,0
194,187,210,204,8948,151,167,45652,0
21,21,158,153,11719,21,134,45653,0
2,2,82,81,14000,2,22,45654,0
82,44,160,155,2788,77,135,45655,0
153,148,50,50,1308,97,49,45656,0
131,126,247,239,11004,117,184,45657,0
45,45,235,227,16834,44,182,45658,0
90,87,57,56,3495,82,56,45659,0
150,145,184,178,13785,73,152,45660,1
171,166,74,73,9743,141,71,45661,0
215,209,8,8,3690,168,8,45662,0
207,201,226,220,24,143,176,24,2
137,132,168,162,15100,122,141,45663,1
194,187,209,203,16117,151,38,45664,0
107,103,201,195,2280,97,162,45665,0
31,31,183,177,10180,31,151,45666,0
164,159,179,173,8638,135,148,45667,0
6,6,106,104,97,6,33,45668,1
8,8,8,8,8,8,8,45669,0
133,128,166,160,14897,66,139,45670,0
217,211,58,57,13893,81,57,45671,0
74,73,121,119,11196,70,63,45672,0
240,232,179,173,16835,171,148,45673,1
10,10,19,19,4757,10,19,6086,0
16,16,198,192,446,16,129,45674,0
241,233,70,70,6135,179,67,45675,0
116,111,107,105,1386,104,98,45676,1
49,49,209,203,10740,48,38,45677,0
28,28,108,106,6297,28,30,45678,0
223,217,184,178,4657,171,152,45679,0
120,115,154,149,14055,107,129,45680,0
66,65,156,151,15481,63,133,45681,0
14,14,164,158,5358,14,138,45682,0
63,62,71,71,1291,60,68,45683,1
31,31,67,67,5227,31,41,45684,0
100,96,111,109,886,90,101,45685,0
131,126,216,210,16836,117,26,45686,0
211,205,168,162,5266,164,141,45687,0
232,11,182,176,5251,176,150,45688,0
154,149,254,246,2664,131,152,45689,0
47,47,107,105,16837,46,98,45690,0
171,166,43,43,4443,141,42,45691,1
118,113,139,134,1321,30,119,45692,0
130,125,62,62,682,116,61,45693,0
94,91,193,187,9412,85,159,45694,0
89,86,107,105,7582,9,98,45695,0
171,166,10,10,11175,141,10,45696,4
244,236,253,245,7851,14,168,45697,0
164,159,25,25,6707,135,25,45698,0
98,95,217,211,1502,88,162,45699,0
92,89,137,132,12031,84,117,45700,0
166,161,101,99,11147,137,94,45701,0
145,140,169,163,11046,97,142,45702,0
246,238,142,136,12968,182,121,45703,0
183,176,37,37,13347,147,36,45704,1
1,1,152,147,6634,1,130,45705,1
227,221,243,235,2768,125,176,45706,0
72,71,109,107,15544,68,99,45707,0
180,173,76,75,7934,144,73,45708,0
6,6,147,142,2233,6,125,45709,15
226,220,150,145,6001,173,128,45710,0
238,230,155,150,12574,134,132,45711,1
80,79,134,130,14530,76,114,45712,0
207,201,169,163,3542,143,142,37759,0
126,121,63,63,16838,113,62,45713,0
68,67,31,31,16839,65,30,45714,1
104,100,180,174,6265,94,84,45715,1
77,76,209,203,16840,73,38,45716,0
221,214,113,111,15131,167,103,45717,0
90,87,148,143,24,82,126,24,0
137,132,239,231,8775,122,157,45718,0
14,14,69,69,5416,14,64,45719,1
100,96,148,143,111,90,126,45720,0
100,96,160,155,14527,90,135,45721,0
34,34,11,11,11516,33,11,45722,0
116,111,192,186,13196,104,110,45723,0
8,8,121,119,996,8,63,45724,0
159,154,130,126,11603,78,50,45725,0
67,66,176,170,8009,64,147,45726,0
145,140,183,177,5934,97,151,45727,1
136,131,130,126,7173,121,50,45728,1
67,66,165,159,16841,64,82,45729,0
93,90,181,175,8171,46,149,45730,1
159,154,35,35,1997,78,34,45731,1
3,3,158,153,5990,3,134,8197,0
167,162,44,44,16842,54,43,45732,1
15,15,224,218,6991,15,175,45733,0
218,210,23,23,14926,20,23,45734,0
148,143,225,219,15983,36,4,45735,0
175,152,88,141,5604,115,101,45736,1
24,24,64,64,4808,24,63,45737,0
16,16,2,2,857,16,2,45738,0
221,214,81,80,16843,167,78,45739,1
141,136,11,11,233,126,11,45740,1
169,164,10,10,8874,139,10,45741,0
33,33,30,30,14804,10,29,45742,0
96,93,179,173,2201,87,148,45743,0
62,215,157,152,2246,113,100,45744,0
239,231,123,120,5541,178,92,45745,0
8,8,0,59,4068,8,58,45746,0
214,208,101,99,16844,167,94,45747,0
116,111,163,62,8177,104,137,45748,0
155,150,71,71,8637,5,68,45749,0
94,91,76,75,1530,85,73,45750,0
195,188,5,5,8130,152,5,45751,1
102,98,56,55,12569,92,55,45752,1
76,75,62,62,12196,72,61,45753,0
112,82,214,208,16845,101,169,45754,1
126,121,195,189,5499,113,128,33415,1
81,80,75,74,97,20,72,45755,1
181,174,11,11,3207,145,11,45756,0
79,78,239,231,1333,75,157,45757,1
153,148,64,64,16846,97,63,45758,0
67,66,110,108,7034,64,100,45759,0
105,101,129,125,1518,95,1,45760,0
166,161,40,40,14546,137,39,45761,0
195,188,48,48,5006,152,47,45762,0
60,59,147,142,7250,57,125,45763,0
157,152,90,89,11095,53,85,45764,0
26,26,49,49,56,26,48,45765,0
211,205,225,219,7821,164,4,45766,0
71,70,11,11,1649,67,11,45767,1
18,18,214,208,1629,18,169,45768,0
5,195,190,184,5454,158,157,45769,0
25,25,37,37,3167,25,36,45770,0
146,141,178,172,15129,129,2,45771,0
5,195,19,19,339,158,19,45772,0
99,53,31,31,4653,89,30,45773,1
165,160,24,24,10719,136,24,45774,0
5,5,80,79,3800,5,77,45775,1
43,43,214,208,6540,42,169,45776,0
20,20,21,21,1480,20,21,45777,0
91,88,157,152,4561,83,100,45778,0
82,44,234,226,9796,77,181,45779,0
248,240,214,208,7248,28,169,45780,0
19,19,0,0,8479,19,0,45781,0
107,103,63,63,16847,97,62,45782,0
105,101,201,195,15356,95,162,45783,0
14,14,145,139,5177,14,123,45784,0
26,26,7,7,3638,26,7,45785,0
212,206,158,153,11628,165,134,45786,0
136,131,72,72,16848,121,69,45787,0
26,26,178,172,7090,26,2,45788,0
11,11,108,106,5643,11,30,45789,0
164,159,97,96,420,135,90,45790,0
46,46,80,79,7875,45,77,45791,0
154,149,98,97,3294,131,91,45792,0
19,19,123,120,16849,19,92,45793,1
102,98,51,51,9594,92,50,45794,0
172,167,43,43,6504,22,42,45795,0
116,111,55,54,16090,104,54,45796,0
19,19,40,40,12491,19,39,45797,0
184,177,25,25,2463,46,25,45798,1
20,20,48,48,14433,20,47,45799,0
105,101,130,126,7409,95,50,45800,10
203,197,164,158,4098,159,138,45801,0
187,180,1,1,6731,56,1,45802,0
5,195,125,121,12872,158,91,45803,1
20,20,179,173,16850,20,148,45804,0
9,9,131,127,1409,9,111,45805,0
248,240,238,230,16851,28,158,45806,0
84,72,75,74,3530,79,72,45807,0
213,207,62,62,3921,166,61,45808,0
164,159,19,19,4314,135,19,45809,0
209,203,17,17,4433,75,17,45810,0
13,13,25,25,157,13,25,45811,0
164,159,139,134,5736,135,119,45812,0
103,99,187,181,1887,93,154,45813,0
10,10,230,223,16669,10,87,45814,0
128,123,169,163,3810,115,142,45815,0
72,71,25,25,8376,68,25,45816,1
102,98,190,184,10008,92,157,45817,1
201,194,38,38,11243,157,37,45818,0
251,243,127,123,16614,185,70,45819,0
101,97,25,25,13694,91,25,45820,0
155,150,34,34,4471,5,33,45821,0
113,108,51,51,12966,91,50,45822,0
166,161,131,127,9161,137,111,45823,0
31,31,142,136,5362,31,121,45824,0
118,113,220,214,14311,30,66,45825,0
105,101,123,120,688,95,92,45826,0
47,47,231,161,777,46,178,45827,0
116,111,205,199,16852,104,164,45828,0
149,144,108,106,2162,74,30,45829,0
11,11,248,240,5706,11,103,45830,0
74,73,122,31,9354,70,108,15696,0
222,216,64,64,16853,170,63,45831,1
100,96,38,38,24,90,37,24,0
160,155,100,78,773,133,93,45832,0
101,97,179,173,5495,91,148,45833,0
181,174,0,59,11130,145,58,45834,0
163,158,173,167,3099,12,146,45835,0
217,211,60,60,16854,81,59,45836,1
5,5,147,142,9093,5,125,45837,0
187,180,229,222,249,56,90,45838,0
16,16,169,163,24,16,142,24,1
179,12,165,159,8201,74,82,45839,1
128,123,55,54,5795,115,54,45840,1
30,30,231,161,2348,30,178,45841,0
20,20,144,138,4928,20,77,45842,0
95,92,53,52,15213,86,52,45843,0
123,118,155,150,16855,110,132,45844,0
162,157,208,202,11178,111,166,45845,1
29,29,147,142,10159,29,125,45846,1
162,157,28,28,16856,111,27,45847,0
27,27,50,50,1639,27,49,45848,1
74,73,1,1,5426,70,1,45849,0
111,107,146,140,16857,100,124,45850,0
52,52,80,79,16858,51,77,45851,0
19,19,75,74,5047,19,72,45852,0
232,11,4,4,2639,176,4,45853,0
39,39,146,140,598,38,124,45854,0
124,119,200,194,4819,111,161,45855,0
141,136,100,78,16859,126,93,45856,1
62,215,209,203,5126,113,38,45857,17
26,26,54,53,1162,26,53,45858,0
125,120,117,115,172,112,105,45859,1
8,8,217,211,11554,8,162,45860,0
16,16,66,66,6830,16,65,45861,0
205,199,108,106,11344,160,30,45862,0
61,60,48,48,14253,58,47,45863,0
200,193,146,140,16612,156,124,45864,0
181,174,6,6,16860,145,6,45865,0
8,8,175,169,16861,8,145,45866,1
165,160,180,174,1476,136,84,45867,1
179,12,199,193,3806,74,116,45868,0
86,83,176,170,2653,80,147,45869,0
